IID,PGS_RECORD_ID,PRS
HG00096,PGS000004,0.425
HG00097,PGS000004,0.021053
HG00099,PGS000004,-0.0449
HG00100,PGS000004,0.2024
HG00101,PGS000004,0.2292
HG00102,PGS000004,-0.7088
HG00103,PGS000004,0.871
HG00105,PGS000004,-1.2321
HG00106,PGS000004,-0.7021
HG00107,PGS000004,0.6275
HG00108,PGS000004,0.2817534
HG00109,PGS000004,0.2839
HG00110,PGS000004,0.03
HG00111,PGS000004,0.6056
HG00112,PGS000004,0.8048
HG00113,PGS000004,0.6007
HG00114,PGS000004,-0.2336
HG00115,PGS000004,0.6108
HG00116,PGS000004,0.553453
HG00117,PGS000004,-0.3883
HG00118,PGS000004,-0.6544
HG00119,PGS000004,0.5728
HG00120,PGS000004,0.710253448
HG00121,PGS000004,-1.0517
HG00122,PGS000004,-0.2902
HG00123,PGS000004,-0.0476466
HG00125,PGS000004,-0.3601
HG00126,PGS000004,0.0598534
HG00127,PGS000004,-0.3202
HG00128,PGS000004,-0.2292
HG00129,PGS000004,-0.0433
HG00130,PGS000004,-0.3115
HG00131,PGS000004,-0.4221
HG00132,PGS000004,0.5474
HG00133,PGS000004,-0.7953
HG00136,PGS000004,0.2699
HG00137,PGS000004,0.3611
HG00138,PGS000004,-0.5829
HG00139,PGS000004,0.00220000000000001
HG00140,PGS000004,-0.7871
HG00141,PGS000004,0.2812
HG00142,PGS000004,-0.4947
HG00143,PGS000004,-0.214725
HG00145,PGS000004,0.11
HG00146,PGS000004,0.0372529999999999
HG00148,PGS000004,-0.064125
HG00149,PGS000004,-0.0882469999999999
HG00150,PGS000004,-0.3655
HG00151,PGS000004,-0.5543
HG00154,PGS000004,-0.3977
HG00155,PGS000004,0.1092
HG00157,PGS000004,-0.184
HG00158,PGS000004,0.2678
HG00159,PGS000004,-0.0342999999999999
HG00160,PGS000004,0.3952
HG00171,PGS000004,0.5213
HG00173,PGS000004,0.3836
HG00174,PGS000004,0.8014
HG00176,PGS000004,-0.4334
HG00177,PGS000004,0.7238
HG00178,PGS000004,0.5363
HG00179,PGS000004,0.1233
HG00180,PGS000004,1.0749
HG00181,PGS000004,-1.0533
HG00182,PGS000004,0.0277999999999999
HG00183,PGS000004,0.0736534000000001
HG00185,PGS000004,1.0567
HG00186,PGS000004,0.8369
HG00187,PGS000004,-1.1885
HG00188,PGS000004,1.6534
HG00189,PGS000004,0.5148
HG00190,PGS000004,-0.6951
HG00231,PGS000004,-0.1523
HG00232,PGS000004,0.1806
HG00233,PGS000004,0.365975
HG00234,PGS000004,-0.2634
HG00235,PGS000004,0.8987
HG00236,PGS000004,0.2199
HG00237,PGS000004,0.2135
HG00238,PGS000004,0.963
HG00239,PGS000004,0.8234
HG00240,PGS000004,0.0969
HG00242,PGS000004,-0.1951
HG00243,PGS000004,-0.1906
HG00244,PGS000004,-0.169
HG00245,PGS000004,0.5856
HG00246,PGS000004,0.0707
HG00250,PGS000004,0.9213
HG00251,PGS000004,0.7358
HG00252,PGS000004,-0.2347
HG00253,PGS000004,0.2922
HG00254,PGS000004,0.800053
HG00255,PGS000004,-0.1268
HG00256,PGS000004,0.9621
HG00257,PGS000004,0.7041
HG00258,PGS000004,-0.2665
HG00259,PGS000004,-0.6189
HG00260,PGS000004,0.6285
HG00261,PGS000004,0.6407
HG00262,PGS000004,0.344
HG00263,PGS000004,0.8576
HG00264,PGS000004,-0.4457
HG00265,PGS000004,-0.3568
HG00266,PGS000004,0.4428
HG00267,PGS000004,0.5902
HG00268,PGS000004,-0.4888
HG00269,PGS000004,0.2708
HG00271,PGS000004,0.1135
HG00272,PGS000004,0.5214534
HG00273,PGS000004,-0.4016
HG00274,PGS000004,-0.3001
HG00275,PGS000004,0.0878
HG00276,PGS000004,0.6005
HG00277,PGS000004,0.0258
HG00278,PGS000004,0.4244
HG00280,PGS000004,-0.0843
HG00281,PGS000004,0.2524
HG00282,PGS000004,-0.452
HG00284,PGS000004,-0.106
HG00285,PGS000004,0.018
HG00288,PGS000004,0.3634
HG00290,PGS000004,-0.745
HG00304,PGS000004,0.3085
HG00306,PGS000004,-0.058
HG00308,PGS000004,0.0151533999999999
HG00309,PGS000004,-0.722
HG00310,PGS000004,-0.3511
HG00311,PGS000004,0.7079
HG00313,PGS000004,-0.3781
HG00315,PGS000004,1.0431
HG00318,PGS000004,0.2184
HG00319,PGS000004,-0.2786
HG00320,PGS000004,0.5353
HG00321,PGS000004,0.2133
HG00323,PGS000004,0.3044
HG00324,PGS000004,0.0328
HG00325,PGS000004,0.2147
HG00326,PGS000004,-0.1497
HG00327,PGS000004,-0.3031
HG00328,PGS000004,-0.2713
HG00329,PGS000004,0.8464
HG00330,PGS000004,1.1923
HG00331,PGS000004,0.7588
HG00332,PGS000004,0.022726
HG00334,PGS000004,0.5666534
HG00335,PGS000004,-0.2151
HG00336,PGS000004,0.1947
HG00337,PGS000004,1.004
HG00338,PGS000004,0.0847000000000001
HG00339,PGS000004,-0.2764
HG00341,PGS000004,-0.1303
HG00342,PGS000004,0.7942
HG00343,PGS000004,-0.0466466
HG00344,PGS000004,0.1131
HG00345,PGS000004,0.412
HG00346,PGS000004,-0.00510000000000006
HG00349,PGS000004,-0.5349
HG00350,PGS000004,-0.0683000000000001
HG00351,PGS000004,-1.2448
HG00353,PGS000004,-0.6706
HG00355,PGS000004,0.6423
HG00356,PGS000004,0.7371
HG00357,PGS000004,0.1456
HG00358,PGS000004,-1.1088
HG00360,PGS000004,-0.4205
HG00361,PGS000004,-1.2987
HG00362,PGS000004,0.859
HG00364,PGS000004,-0.1664
HG00365,PGS000004,-0.1204
HG00366,PGS000004,-0.256
HG00367,PGS000004,-0.105
HG00368,PGS000004,0.3723
HG00369,PGS000004,0.1452
HG00371,PGS000004,0.3619
HG00372,PGS000004,-0.4
HG00373,PGS000004,-0.54
HG00375,PGS000004,-0.6831
HG00376,PGS000004,0.077026
HG00378,PGS000004,0.757
HG00379,PGS000004,-0.6647
HG00380,PGS000004,0.5059
HG00381,PGS000004,-0.6067
HG00382,PGS000004,0.1802
HG00383,PGS000004,1.029553
HG00384,PGS000004,-0.2403
HG01334,PGS000004,0.5712
HG01500,PGS000004,-0.4668
HG01501,PGS000004,-0.0218
HG01503,PGS000004,0.4546
HG01504,PGS000004,-0.5461
HG01506,PGS000004,-0.2153
HG01507,PGS000004,0.0745
HG01509,PGS000004,-0.1506
HG01510,PGS000004,-0.2448
HG01512,PGS000004,0.48
HG01513,PGS000004,0.0621000000000001
HG01515,PGS000004,0.2816
HG01516,PGS000004,0.4568
HG01518,PGS000004,-0.5958
HG01519,PGS000004,-0.6634
HG01521,PGS000004,0.6167
HG01522,PGS000004,0.3522
HG01524,PGS000004,0.0515
HG01525,PGS000004,0.6531
HG01527,PGS000004,1.136
HG01528,PGS000004,0.7994
HG01530,PGS000004,0.6487
HG01531,PGS000004,-0.2545
HG01536,PGS000004,-0.9439
HG01537,PGS000004,0.4034
HG01602,PGS000004,-0.3536
HG01603,PGS000004,0.8436
HG01605,PGS000004,0.1307
HG01606,PGS000004,0.6895
HG01607,PGS000004,-0.5005
HG01608,PGS000004,0.0741
HG01610,PGS000004,0.4589
HG01612,PGS000004,0.8094
HG01613,PGS000004,0.3442
HG01615,PGS000004,-0.2543
HG01617,PGS000004,-0.0618
HG01618,PGS000004,0.3623
HG01619,PGS000004,1.0455
HG01620,PGS000004,1.0613
HG01623,PGS000004,-0.5743
HG01624,PGS000004,-0.4382
HG01625,PGS000004,0.5412
HG01626,PGS000004,-0.8982
HG01628,PGS000004,-0.6058466
HG01630,PGS000004,-0.5406
HG01631,PGS000004,0.0307
HG01632,PGS000004,0.305
HG01668,PGS000004,0.4789
HG01669,PGS000004,-0.1277
HG01670,PGS000004,1.2225
HG01672,PGS000004,0.5096
HG01673,PGS000004,0.1216
HG01675,PGS000004,-0.3714
HG01676,PGS000004,0.0418
HG01678,PGS000004,-0.5981
HG01679,PGS000004,0.3619
HG01680,PGS000004,0.1259
HG01682,PGS000004,1.1002
HG01684,PGS000004,-1.7693
HG01685,PGS000004,0.3135
HG01686,PGS000004,0.1304
HG01694,PGS000004,1.0318
HG01695,PGS000004,-0.3318
HG01697,PGS000004,0.4651
HG01699,PGS000004,0.3814
HG01700,PGS000004,-1.2175
HG01702,PGS000004,-0.3105
HG01704,PGS000004,0.8836
HG01705,PGS000004,0.2775
HG01707,PGS000004,0.428
HG01708,PGS000004,0.9069
HG01709,PGS000004,-0.5307
HG01710,PGS000004,-0.5324
HG01746,PGS000004,0.4868
HG01747,PGS000004,-0.4136
HG01756,PGS000004,0.305
HG01757,PGS000004,-0.3439
HG01761,PGS000004,0.4722
HG01762,PGS000004,-0.5869
HG01765,PGS000004,0.2908
HG01766,PGS000004,0.4301
HG01767,PGS000004,0.4674
HG01768,PGS000004,-0.7139
HG01770,PGS000004,0.166
HG01771,PGS000004,0.2871
HG01773,PGS000004,-0.8313
HG01775,PGS000004,-0.0309
HG01776,PGS000004,-0.9567
HG01777,PGS000004,-1.3193
HG01779,PGS000004,-0.8002
HG01781,PGS000004,1.4323
HG01783,PGS000004,0.3644
HG01784,PGS000004,-1.0101
HG01785,PGS000004,0.1481
HG01786,PGS000004,-0.8589
HG01789,PGS000004,0.118
HG01790,PGS000004,0.2124
HG01791,PGS000004,-0.1551
HG02215,PGS000004,0.5306
HG02219,PGS000004,-0.6066
HG02220,PGS000004,0.5339
HG02221,PGS000004,0.5081
HG02223,PGS000004,0.00190000000000004
HG02224,PGS000004,-0.1005
HG02230,PGS000004,-0.4889
HG02231,PGS000004,-0.7188
HG02232,PGS000004,0.3163
HG02233,PGS000004,-0.317
HG02235,PGS000004,-0.299
HG02236,PGS000004,-0.2596
HG02238,PGS000004,0.4002
HG02239,PGS000004,0.3488
NA06984,PGS000004,0.0629
NA06985,PGS000004,0.4747
NA06986,PGS000004,0.4122
NA06989,PGS000004,-0.2172
NA06994,PGS000004,-1.522
NA07000,PGS000004,0.406153
NA07037,PGS000004,0.5815534
NA07048,PGS000004,0.1939
NA07051,PGS000004,-0.7109
NA07056,PGS000004,-0.0404
NA07347,PGS000004,0.0498
NA07357,PGS000004,0.7427
NA10847,PGS000004,0.851996
NA10851,PGS000004,0.3624
NA11829,PGS000004,-1.0634
NA11830,PGS000004,0.676253
NA11831,PGS000004,-0.2389
NA11832,PGS000004,0.0575
NA11840,PGS000004,-0.9634
NA11843,PGS000004,1.0376
NA11881,PGS000004,0.4019
NA11892,PGS000004,0.3132
NA11893,PGS000004,1.0135
NA11894,PGS000004,-0.1149
NA11918,PGS000004,0.0756
NA11919,PGS000004,0.2786
NA11920,PGS000004,0.1432
NA11930,PGS000004,1.1566
NA11931,PGS000004,0.1097
NA11932,PGS000004,-0.5885
NA11933,PGS000004,-0.371
NA11992,PGS000004,0.7429
NA11994,PGS000004,-0.1049
NA11995,PGS000004,0.6789
NA12003,PGS000004,0.6255
NA12004,PGS000004,1.1636
NA12005,PGS000004,0.4107
NA12006,PGS000004,0.412
NA12043,PGS000004,-0.592
NA12044,PGS000004,-0.27
NA12045,PGS000004,-0.7017
NA12046,PGS000004,0.5772
NA12058,PGS000004,-0.3567
NA12144,PGS000004,0.7535
NA12154,PGS000004,0.2218
NA12155,PGS000004,0.4344
NA12156,PGS000004,0.3059
NA12234,PGS000004,0.3032
NA12249,PGS000004,-0.2869
NA12272,PGS000004,0.3457
NA12273,PGS000004,-0.3048
NA12275,PGS000004,-0.7581
NA12282,PGS000004,0.7002
NA12283,PGS000004,0.4188
NA12286,PGS000004,0.0629999999999999
NA12287,PGS000004,0.1191
NA12340,PGS000004,-0.6206
NA12341,PGS000004,0.469
NA12342,PGS000004,1.3246
NA12347,PGS000004,1.1482
NA12348,PGS000004,0.6587
NA12383,PGS000004,-0.1397
NA12399,PGS000004,-0.4433
NA12400,PGS000004,1.1402
NA12413,PGS000004,1.0049
NA12414,PGS000004,0.369
NA12489,PGS000004,-0.2253
NA12546,PGS000004,0.4153
NA12716,PGS000004,1.2914
NA12717,PGS000004,-0.7202
NA12718,PGS000004,-0.71564655
NA12748,PGS000004,0.3711
NA12749,PGS000004,-0.7909
NA12750,PGS000004,-0.04
NA12751,PGS000004,-0.2404
NA12760,PGS000004,-0.7226
NA12761,PGS000004,0.6787
NA12762,PGS000004,-0.7618
NA12763,PGS000004,-0.2745
NA12775,PGS000004,-0.7778
NA12776,PGS000004,0.511
NA12777,PGS000004,0.5155
NA12778,PGS000004,0.2098
NA12812,PGS000004,1.4232
NA12813,PGS000004,0.5861534
NA12814,PGS000004,0.7315
NA12815,PGS000004,0.2797
NA12827,PGS000004,0.7452
NA12828,PGS000004,0.1828
NA12829,PGS000004,-0.0331
NA12830,PGS000004,-0.8717
NA12842,PGS000004,0.4667
NA12843,PGS000004,0.8048
NA12872,PGS000004,-0.5876
NA12873,PGS000004,-0.3647
NA12874,PGS000004,-0.1032
NA12878,PGS000004,-0.0831
NA12889,PGS000004,1.1934
NA12890,PGS000004,0.00570000000000005
NA20502,PGS000004,0.0142999999999999
NA20503,PGS000004,0.2955
NA20504,PGS000004,0.5596
NA20505,PGS000004,0.0612
NA20506,PGS000004,-0.0422
NA20507,PGS000004,-0.828
NA20508,PGS000004,0.8501
NA20509,PGS000004,0.3885
NA20510,PGS000004,-0.2414466
NA20511,PGS000004,-0.7298
NA20512,PGS000004,0.8390534
NA20513,PGS000004,0.705353
NA20514,PGS000004,-0.3281
NA20515,PGS000004,-0.0493
NA20516,PGS000004,-1.4455
NA20517,PGS000004,-0.0841
NA20518,PGS000004,-0.3808
NA20519,PGS000004,-0.2512466
NA20520,PGS000004,-0.2061
NA20521,PGS000004,-0.9257
NA20522,PGS000004,0.0308
NA20524,PGS000004,-0.4687
NA20525,PGS000004,0.7845
NA20527,PGS000004,-0.559
NA20528,PGS000004,0.6615
NA20529,PGS000004,0.3637
NA20530,PGS000004,-0.1201466
NA20531,PGS000004,-0.9639
NA20532,PGS000004,0.417
NA20533,PGS000004,0.2116
NA20534,PGS000004,-1.0817466
NA20535,PGS000004,-0.100647
NA20536,PGS000004,-0.4648
NA20538,PGS000004,0.6903
NA20539,PGS000004,0.3421
NA20540,PGS000004,1.4317
NA20541,PGS000004,0.4464
NA20542,PGS000004,-0.6019
NA20543,PGS000004,-0.9002
NA20544,PGS000004,-1.0877
NA20581,PGS000004,-0.2828
NA20582,PGS000004,-0.0446
NA20585,PGS000004,-0.758
NA20586,PGS000004,-0.0962
NA20587,PGS000004,0.2189
NA20588,PGS000004,-0.6586
NA20589,PGS000004,-0.1119
NA20752,PGS000004,-0.6092
NA20753,PGS000004,-1.3943
NA20754,PGS000004,-0.101747
NA20755,PGS000004,0.3092
NA20756,PGS000004,0.4711
NA20757,PGS000004,1.3185
NA20758,PGS000004,-0.4476
NA20759,PGS000004,0.0317
NA20760,PGS000004,-0.2525
NA20761,PGS000004,0.2422
NA20762,PGS000004,0.5054
NA20763,PGS000004,0.2738
NA20764,PGS000004,-1.1088
NA20765,PGS000004,-0.3749
NA20766,PGS000004,-0.8586
NA20767,PGS000004,0.5225
NA20768,PGS000004,0.1578
NA20769,PGS000004,0.3622
NA20770,PGS000004,-0.0636
NA20771,PGS000004,-0.4097466
NA20772,PGS000004,0.4789534
NA20773,PGS000004,0.9762
NA20774,PGS000004,-0.1128
NA20775,PGS000004,-0.0915
NA20778,PGS000004,0.103
NA20783,PGS000004,-0.1045
NA20785,PGS000004,0.9271
NA20786,PGS000004,0.0195
NA20787,PGS000004,-0.4574
NA20790,PGS000004,-0.1307
NA20792,PGS000004,-0.0497
NA20795,PGS000004,-0.3821
NA20796,PGS000004,0.1724
NA20797,PGS000004,-0.3184
NA20798,PGS000004,-0.6592
NA20799,PGS000004,0.829153
NA20800,PGS000004,0.0491
NA20801,PGS000004,-0.3308
NA20802,PGS000004,0.7124
NA20803,PGS000004,-0.3258466
NA20804,PGS000004,0.17
NA20805,PGS000004,0.9896
NA20806,PGS000004,0.3876
NA20807,PGS000004,-0.5343042
NA20808,PGS000004,1.0332
NA20809,PGS000004,-0.1361
NA20810,PGS000004,1.0031
NA20811,PGS000004,0.1697
NA20812,PGS000004,0.1221
NA20813,PGS000004,0.2939
NA20814,PGS000004,0.1229
NA20815,PGS000004,0.1613
NA20818,PGS000004,0.256
NA20819,PGS000004,0.2307
NA20821,PGS000004,0.3396
NA20822,PGS000004,-0.7257
NA20826,PGS000004,0.1187
NA20827,PGS000004,-0.454
NA20828,PGS000004,0.6281
NA20832,PGS000004,0.7744
HG00096,PGS000005,0.3441
HG00097,PGS000005,-0.098047
HG00099,PGS000005,0.1353
HG00100,PGS000005,0.2511
HG00101,PGS000005,0.1429
HG00102,PGS000005,-0.5971
HG00103,PGS000005,0.8731
HG00105,PGS000005,-1.3068
HG00106,PGS000005,-0.8018
HG00107,PGS000005,0.6656
HG00108,PGS000005,0.2651534
HG00109,PGS000005,0.2954
HG00110,PGS000005,-0.00429999999999999
HG00111,PGS000005,0.6826
HG00112,PGS000005,0.8713
HG00113,PGS000005,0.6372
HG00114,PGS000005,-0.2456
HG00115,PGS000005,0.5857
HG00116,PGS000005,0.650553
HG00117,PGS000005,-0.2464
HG00118,PGS000005,-0.7589
HG00119,PGS000005,0.5823
HG00120,PGS000005,0.8033534
HG00121,PGS000005,-1.1157
HG00122,PGS000005,-0.321
HG00123,PGS000005,-0.114947
HG00125,PGS000005,-0.2067
HG00126,PGS000005,-0.0641465999999999
HG00127,PGS000005,-0.2804
HG00128,PGS000005,-0.214
HG00129,PGS000005,0.0117
HG00130,PGS000005,-0.3946
HG00131,PGS000005,-0.5682
HG00132,PGS000005,0.5407
HG00133,PGS000005,-0.7158
HG00136,PGS000005,0.3928
HG00137,PGS000005,0.331
HG00138,PGS000005,-0.5181
HG00139,PGS000005,0.2281
HG00140,PGS000005,-0.8263
HG00141,PGS000005,0.423
HG00142,PGS000005,-0.3396
HG00143,PGS000005,-0.129492
HG00145,PGS000005,0.4027
HG00146,PGS000005,-0.0154469999999999
HG00148,PGS000005,0.00280799999999999
HG00149,PGS000005,0.010453
HG00150,PGS000005,-0.2486
HG00151,PGS000005,-0.3762
HG00154,PGS000005,-0.2626
HG00155,PGS000005,-0.0451
HG00157,PGS000005,-0.0353
HG00158,PGS000005,0.288
HG00159,PGS000005,-0.0602
HG00160,PGS000005,0.4552
HG00171,PGS000005,0.5605
HG00173,PGS000005,0.2584
HG00174,PGS000005,0.9587
HG00176,PGS000005,-0.4815
HG00177,PGS000005,0.6382
HG00178,PGS000005,0.5039
HG00179,PGS000005,0.1719
HG00180,PGS000005,1.2585
HG00181,PGS000005,-1.0998
HG00182,PGS000005,0.0804999999999999
HG00183,PGS000005,0.1667534
HG00185,PGS000005,0.9959
HG00186,PGS000005,0.728
HG00187,PGS000005,-1.2631
HG00188,PGS000005,1.7649
HG00189,PGS000005,0.6906
HG00190,PGS000005,-0.7574
HG00231,PGS000005,-0.2266
HG00232,PGS000005,0.1614
HG00233,PGS000005,0.359608
HG00234,PGS000005,-0.2221
HG00235,PGS000005,0.9306
HG00236,PGS000005,0.3557
HG00237,PGS000005,0.2696
HG00238,PGS000005,0.8297
HG00239,PGS000005,0.7971
HG00240,PGS000005,0.1535
HG00242,PGS000005,-0.0571
HG00243,PGS000005,-0.2978
HG00244,PGS000005,-0.3859
HG00245,PGS000005,0.5558
HG00246,PGS000005,0.125
HG00250,PGS000005,1.1282
HG00251,PGS000005,0.8732
HG00252,PGS000005,-0.2013
HG00253,PGS000005,0.2899
HG00254,PGS000005,0.736953
HG00255,PGS000005,-0.1917
HG00256,PGS000005,1.1215
HG00257,PGS000005,0.6491
HG00258,PGS000005,-0.3883
HG00259,PGS000005,-0.5604
HG00260,PGS000005,0.6935
HG00261,PGS000005,0.7327
HG00262,PGS000005,0.357
HG00263,PGS000005,1.054
HG00264,PGS000005,-0.3796
HG00265,PGS000005,-0.3479
HG00266,PGS000005,0.4106
HG00267,PGS000005,0.8404
HG00268,PGS000005,-0.4067
HG00269,PGS000005,0.0748
HG00271,PGS000005,0.1561
HG00272,PGS000005,0.6424534
HG00273,PGS000005,-0.3682
HG00274,PGS000005,-0.4298
HG00275,PGS000005,0.1141
HG00276,PGS000005,0.7383
HG00277,PGS000005,0.0280999999999999
HG00278,PGS000005,0.6036
HG00280,PGS000005,-0.0447999999999999
HG00281,PGS000005,0.2477
HG00282,PGS000005,-0.5299
HG00284,PGS000005,-0.00170000000000004
HG00285,PGS000005,-0.0381000000000001
HG00288,PGS000005,0.3898
HG00290,PGS000005,-0.6885
HG00304,PGS000005,0.2684
HG00306,PGS000005,0.0871
HG00308,PGS000005,-0.1093466
HG00309,PGS000005,-0.7394
HG00310,PGS000005,-0.4384
HG00311,PGS000005,0.6462
HG00313,PGS000005,-0.3979
HG00315,PGS000005,1.1219
HG00318,PGS000005,0.1434
HG00319,PGS000005,-0.1539
HG00320,PGS000005,0.6999
HG00321,PGS000005,0.2255
HG00323,PGS000005,0.3466
HG00324,PGS000005,0.00370000000000001
HG00325,PGS000005,0.1791
HG00326,PGS000005,-0.088
HG00327,PGS000005,-0.3146
HG00328,PGS000005,-0.4104
HG00329,PGS000005,0.9507
HG00330,PGS000005,1.236
HG00331,PGS000005,0.8569
HG00332,PGS000005,0.101326
HG00334,PGS000005,0.5167534
HG00335,PGS000005,-0.0921000000000001
HG00336,PGS000005,0.2534
HG00337,PGS000005,0.9057
HG00338,PGS000005,0.1758
HG00339,PGS000005,-0.2733
HG00341,PGS000005,-0.1173
HG00342,PGS000005,0.8075
HG00343,PGS000005,-0.03214655
HG00344,PGS000005,0.1879
HG00345,PGS000005,0.4253
HG00346,PGS000005,-0.139
HG00349,PGS000005,-0.5946
HG00350,PGS000005,-0.1801
HG00351,PGS000005,-1.2789
HG00353,PGS000005,-0.6485
HG00355,PGS000005,0.7761
HG00356,PGS000005,0.7056
HG00357,PGS000005,0.162
HG00358,PGS000005,-1.1811
HG00360,PGS000005,-0.283
HG00361,PGS000005,-1.4401
HG00362,PGS000005,0.7579
HG00364,PGS000005,-0.0684999999999999
HG00365,PGS000005,-0.0802000000000001
HG00366,PGS000005,-0.1708
HG00367,PGS000005,-0.1863
HG00368,PGS000005,0.3804
HG00369,PGS000005,0.248
HG00371,PGS000005,0.5163
HG00372,PGS000005,-0.3903
HG00373,PGS000005,-0.4404
HG00375,PGS000005,-0.7339
HG00376,PGS000005,0.011726
HG00378,PGS000005,0.8967
HG00379,PGS000005,-0.6769
HG00380,PGS000005,0.4557
HG00381,PGS000005,-0.6251
HG00382,PGS000005,0.2092
HG00383,PGS000005,1.126853
HG00384,PGS000005,-0.1672
HG01334,PGS000005,0.6617
HG01500,PGS000005,-0.4036
HG01501,PGS000005,-0.0299999999999999
HG01503,PGS000005,0.6194
HG01504,PGS000005,-0.6214
HG01506,PGS000005,-0.0379000000000002
HG01507,PGS000005,0.2589
HG01509,PGS000005,-0.0838
HG01510,PGS000005,-0.1297
HG01512,PGS000005,0.5969
HG01513,PGS000005,0.1759
HG01515,PGS000005,0.5053
HG01516,PGS000005,0.5491
HG01518,PGS000005,-0.6038
HG01519,PGS000005,-0.5222
HG01521,PGS000005,0.7384
HG01522,PGS000005,0.4142
HG01524,PGS000005,0.2191
HG01525,PGS000005,0.6231
HG01527,PGS000005,1.4052
HG01528,PGS000005,1.0013
HG01530,PGS000005,0.5846
HG01531,PGS000005,-0.2885
HG01536,PGS000005,-0.9374
HG01537,PGS000005,0.3642
HG01602,PGS000005,-0.3118
HG01603,PGS000005,0.9799
HG01605,PGS000005,0.2676
HG01606,PGS000005,0.8162
HG01607,PGS000005,-0.4064
HG01608,PGS000005,0.135
HG01610,PGS000005,0.4927
HG01612,PGS000005,0.7841
HG01613,PGS000005,0.451
HG01615,PGS000005,-0.1811
HG01617,PGS000005,-0.00699999999999995
HG01618,PGS000005,0.3327
HG01619,PGS000005,1.1929
HG01620,PGS000005,1.2426
HG01623,PGS000005,-0.4719
HG01624,PGS000005,-0.3248
HG01625,PGS000005,0.5276
HG01626,PGS000005,-0.9268
HG01628,PGS000005,-0.7493466
HG01630,PGS000005,-0.6449
HG01631,PGS000005,-0.1089
HG01632,PGS000005,0.3289
HG01668,PGS000005,0.4562
HG01669,PGS000005,-0.2029
HG01670,PGS000005,1.3745
HG01672,PGS000005,0.5723
HG01673,PGS000005,0.1597
HG01675,PGS000005,-0.5281
HG01676,PGS000005,0.1303
HG01678,PGS000005,-0.571
HG01679,PGS000005,0.3918
HG01680,PGS000005,0.2797
HG01682,PGS000005,1.1339
HG01684,PGS000005,-1.7134
HG01685,PGS000005,0.2875
HG01686,PGS000005,0.3752
HG01694,PGS000005,0.9556
HG01695,PGS000005,-0.2623
HG01697,PGS000005,0.5898
HG01699,PGS000005,0.5125
HG01700,PGS000005,-1.2535
HG01702,PGS000005,-0.2929
HG01704,PGS000005,1.0245
HG01705,PGS000005,0.4549
HG01707,PGS000005,0.5513
HG01708,PGS000005,1.0781
HG01709,PGS000005,-0.602
HG01710,PGS000005,-0.634
HG01746,PGS000005,0.6167
HG01747,PGS000005,-0.4518
HG01756,PGS000005,0.3066
HG01757,PGS000005,-0.3861
HG01761,PGS000005,0.5845
HG01762,PGS000005,-0.5198
HG01765,PGS000005,0.2525
HG01766,PGS000005,0.5399
HG01767,PGS000005,0.5601
HG01768,PGS000005,-0.6909
HG01770,PGS000005,0.1999
HG01771,PGS000005,0.4424
HG01773,PGS000005,-0.977
HG01775,PGS000005,0.0696
HG01776,PGS000005,-1.0307
HG01777,PGS000005,-1.4087
HG01779,PGS000005,-0.8428
HG01781,PGS000005,1.4479
HG01783,PGS000005,0.4334
HG01784,PGS000005,-1.0592
HG01785,PGS000005,0.1901
HG01786,PGS000005,-0.84
HG01789,PGS000005,0.1083
HG01790,PGS000005,0.2907
HG01791,PGS000005,-0.2582
HG02215,PGS000005,0.5041
HG02219,PGS000005,-0.5333
HG02220,PGS000005,0.6765
HG02221,PGS000005,0.6537
HG02223,PGS000005,0.0217999999999999
HG02224,PGS000005,0.000400000000000011
HG02230,PGS000005,-0.4386
HG02231,PGS000005,-0.5975
HG02232,PGS000005,0.4422
HG02233,PGS000005,-0.2759
HG02235,PGS000005,-0.444
HG02236,PGS000005,-0.3404
HG02238,PGS000005,0.5923
HG02239,PGS000005,0.4828
NA06984,PGS000005,0.0772
NA06985,PGS000005,0.3772
NA06986,PGS000005,0.476
NA06989,PGS000005,-0.1973
NA06994,PGS000005,-1.4232
NA07000,PGS000005,0.492053
NA07037,PGS000005,0.700153
NA07048,PGS000005,0.4422
NA07051,PGS000005,-0.6587
NA07056,PGS000005,0.0491999999999999
NA07347,PGS000005,0.1993
NA07357,PGS000005,0.9324
NA10847,PGS000005,0.984496
NA10851,PGS000005,0.4602
NA11829,PGS000005,-1.2292
NA11830,PGS000005,0.575753
NA11831,PGS000005,-0.2745
NA11832,PGS000005,0.1566
NA11840,PGS000005,-1.0918
NA11843,PGS000005,1.1931
NA11881,PGS000005,0.5241
NA11892,PGS000005,0.3723
NA11893,PGS000005,1.0699
NA11894,PGS000005,-0.0869
NA11918,PGS000005,0.0194
NA11919,PGS000005,0.4598
NA11920,PGS000005,-0.0489
NA11930,PGS000005,1.2457
NA11931,PGS000005,0.00680000000000003
NA11932,PGS000005,-0.5539
NA11933,PGS000005,-0.2321
NA11992,PGS000005,0.9165
NA11994,PGS000005,-0.2108
NA11995,PGS000005,0.6802
NA12003,PGS000005,0.7672
NA12004,PGS000005,1.3993
NA12005,PGS000005,0.573
NA12006,PGS000005,0.3446
NA12043,PGS000005,-0.6598
NA12044,PGS000005,-0.3429
NA12045,PGS000005,-0.6628
NA12046,PGS000005,0.6374
NA12058,PGS000005,-0.5136
NA12144,PGS000005,1.0163
NA12154,PGS000005,0.2501
