IID,PGS_RECORD_ID,PRS
NA20771,PGS000013,10.612742
NA20772,PGS000013,10.531371
NA20773,PGS000013,10.585595
NA20774,PGS000013,10.523576
NA20775,PGS000013,10.445555
NA20778,PGS000013,10.512767
NA20783,PGS000013,10.512553
NA20785,PGS000013,10.562386
NA20786,PGS000013,10.626291
NA20787,PGS000013,10.546041
NA20790,PGS000013,10.617693
NA20792,PGS000013,10.386992
NA20795,PGS000013,10.532749
NA20796,PGS000013,10.619745
NA20797,PGS000013,10.493575
NA20798,PGS000013,10.45554
NA20799,PGS000013,10.617908
NA20800,PGS000013,10.4708
NA20801,PGS000013,10.426583
NA20802,PGS000013,10.504679
NA20803,PGS000013,10.427897
NA20804,PGS000013,10.494677
NA20805,PGS000013,10.405679
NA20806,PGS000013,10.474171
NA20807,PGS000013,10.360666
NA20808,PGS000013,10.481697
NA20809,PGS000013,10.451967
NA20810,PGS000013,10.476855
NA20811,PGS000013,10.63724
NA20812,PGS000013,10.400123
NA20813,PGS000013,10.547168
NA20814,PGS000013,10.582451
NA20815,PGS000013,10.39829
NA20818,PGS000013,10.544376
NA20819,PGS000013,10.400555
NA20821,PGS000013,10.51048
NA20822,PGS000013,10.583812
NA20826,PGS000013,10.404809
NA20827,PGS000013,10.412809
NA20828,PGS000013,10.515722
NA20832,PGS000013,10.278363
HG00096,PGS000015,121.674
HG00097,PGS000015,122.704
HG00099,PGS000015,121.4065
HG00100,PGS000015,119.5436
HG00101,PGS000015,122.4771
HG00102,PGS000015,119.2652
HG00103,PGS000015,120.767
HG00105,PGS000015,118.513
HG00106,PGS000015,119.4943
HG00107,PGS000015,122.254
HG00108,PGS000015,120.4186
HG00109,PGS000015,118.941
HG00110,PGS000015,122.4433
HG00111,PGS000015,124.4704
HG00112,PGS000015,123.9443
HG00113,PGS000015,123.6129
HG00114,PGS000015,119.7606
HG00115,PGS000015,123.7828
HG00116,PGS000015,123.1874
HG00117,PGS000015,119.8941
HG00118,PGS000015,122.5057
HG00119,PGS000015,123.4959
HG00120,PGS000015,124.8853
HG00121,PGS000015,119.8111
HG00122,PGS000015,121.5049
HG00123,PGS000015,121.2337
HG00125,PGS000015,122.0116
HG00126,PGS000015,119.1735
HG00127,PGS000015,122.028
HG00128,PGS000015,122.6243
HG00129,PGS000015,123.5584
HG00130,PGS000015,120.9483
HG00131,PGS000015,119.2774
HG00132,PGS000015,122.7688
HG00133,PGS000015,119.3705
HG00136,PGS000015,122.3837
HG00137,PGS000015,119.5191
HG00138,PGS000015,120.3708
HG00139,PGS000015,123.7596
HG00140,PGS000015,120.0394
HG00141,PGS000015,120.00197
HG00142,PGS000015,120.9364
HG00143,PGS000015,121.8521
HG00145,PGS000015,121.2539
HG00146,PGS000015,121.5939
HG00148,PGS000015,121.1419
HG00149,PGS000015,121.7766
HG00150,PGS000015,119.7021
HG00151,PGS000015,120.9441
HG00154,PGS000015,122.4795
HG00155,PGS000015,124.8028
HG00157,PGS000015,122.88207
HG00158,PGS000015,120.9704
HG00159,PGS000015,121.6475
HG00160,PGS000015,120.7494
HG00171,PGS000015,124.5263
HG00173,PGS000015,121.2128
HG00174,PGS000015,123.7841
HG00176,PGS000015,120.558
HG00177,PGS000015,123.399
HG00178,PGS000015,123.0812
HG00179,PGS000015,122.527
HG00180,PGS000015,124.3859
HG00181,PGS000015,119.92283
HG00182,PGS000015,123.0444
HG00183,PGS000015,122.5999
HG00185,PGS000015,123.5545
HG00186,PGS000015,123.9133
HG00187,PGS000015,122.5594
HG00188,PGS000015,126.1132
HG00189,PGS000015,122.8031
HG00190,PGS000015,122.1246
HG00231,PGS000015,122.18927
HG00232,PGS000015,122.62421
HG00233,PGS000015,119.2448
HG00234,PGS000015,121.8195
HG00235,PGS000015,122.3779
HG00236,PGS000015,124.3995
HG00237,PGS000015,121.9413
HG00238,PGS000015,121.8842
HG00239,PGS000015,123.8326
HG00240,PGS000015,121.3846
HG00242,PGS000015,121.0418
HG00243,PGS000015,120.1802
HG00244,PGS000015,120.4676
HG00245,PGS000015,123.1595
HG00246,PGS000015,125.6015
HG00250,PGS000015,123.36108
HG00251,PGS000015,124.3629
HG00252,PGS000015,119.9008
HG00253,PGS000015,123.3808
HG00254,PGS000015,123.9633
HG00255,PGS000015,119.9714
HG00256,PGS000015,124.35017
HG00257,PGS000015,123.1109
HG00258,PGS000015,121.5427
HG00259,PGS000015,121.4301
HG00260,PGS000015,124.6247
HG00261,PGS000015,124.5805
HG00262,PGS000015,122.1586
HG00263,PGS000015,125.6575
HG00264,PGS000015,123.4037
HG00265,PGS000015,120.2668
HG00266,PGS000015,121.7017
HG00267,PGS000015,125.2858
HG00268,PGS000015,119.62037
HG00269,PGS000015,120.5083
HG00271,PGS000015,124.3124
HG00272,PGS000015,122.3835
HG00273,PGS000015,120.0847
HG00274,PGS000015,122.0337
HG00275,PGS000015,122.6185
HG00276,PGS000015,123.8408
HG00277,PGS000015,121.8434
HG00278,PGS000015,122.8454
HG00280,PGS000015,121.5955
HG00281,PGS000015,124.4108
HG00282,PGS000015,120.7726
HG00284,PGS000015,121.44
HG00285,PGS000015,120.5136
HG00288,PGS000015,121.7037
HG00290,PGS000015,120.295
HG00304,PGS000015,125.0237
HG00306,PGS000015,120.3716
HG00308,PGS000015,120.3098
HG00309,PGS000015,120.6061
HG00310,PGS000015,120.5099
HG00311,PGS000015,122.1589
HG00313,PGS000015,119.7224
HG00315,PGS000015,123.499
HG00318,PGS000015,120.4887
HG00319,PGS000015,118.1276
HG00320,PGS000015,122.953
HG00321,PGS000015,121.2215
HG00323,PGS000015,122.806
HG00324,PGS000015,120.2992
HG00325,PGS000015,123.9018
HG00326,PGS000015,123.9487
HG00327,PGS000015,118.6504
HG00328,PGS000015,119.393
HG00329,PGS000015,125.478
HG00330,PGS000015,122.96337
HG00331,PGS000015,122.8925
HG00332,PGS000015,121.4924
HG00334,PGS000015,121.3421
HG00335,PGS000015,123.1116
HG00336,PGS000015,122.8074
HG00337,PGS000015,124.0365
HG00338,PGS000015,119.5542
HG00339,PGS000015,120.8382
HG00341,PGS000015,122.1652
HG00342,PGS000015,122.2955
HG00343,PGS000015,123.3217
HG00344,PGS000015,123.3543
HG00345,PGS000015,120.15177
HG00346,PGS000015,121.6385
HG00349,PGS000015,120.8373
HG00350,PGS000015,121.3875
HG00351,PGS000015,119.3982
HG00353,PGS000015,122.6447
HG00355,PGS000015,124.9896
HG00356,PGS000015,126.3686
HG00357,PGS000015,119.7702
HG00358,PGS000015,121.1772
HG00360,PGS000015,119.734
HG00361,PGS000015,117.9457
HG00362,PGS000015,122.0301
HG00364,PGS000015,121.4625
HG00365,PGS000015,120.1094
HG00366,PGS000015,120.5245
HG00367,PGS000015,121.8087
HG00368,PGS000015,121.9698
HG00369,PGS000015,121.8743
HG00371,PGS000015,121.8355
HG00372,PGS000015,119.0233
HG00373,PGS000015,122.52703
HG00375,PGS000015,119.7281
HG00376,PGS000015,120.1981
HG00378,PGS000015,126.2162
HG00379,PGS000015,122.8431
HG00380,PGS000015,121.1108
HG00381,PGS000015,119.0331
HG00382,PGS000015,123.3963
HG00383,PGS000015,123.1646
HG00384,PGS000015,120.6941
HG01334,PGS000015,123.3474
HG01500,PGS000015,124.4151
HG01501,PGS000015,123.3003
HG01503,PGS000015,122.489
HG01504,PGS000015,121.8888
HG01506,PGS000015,126.0616
HG01507,PGS000015,122.2594
HG01509,PGS000015,120.811
HG01510,PGS000015,121.2056
HG01512,PGS000015,124.257
HG01513,PGS000015,121.5335
HG01515,PGS000015,122.6096
HG01516,PGS000015,119.6848
HG01518,PGS000015,120.0603
HG01519,PGS000015,120.9204
HG01521,PGS000015,124.3677
HG01522,PGS000015,123.2406
HG01524,PGS000015,120.7053
HG01525,PGS000015,119.9333
HG01527,PGS000015,125.5902
HG01528,PGS000015,125.2938
HG01530,PGS000015,120.8586
HG01531,PGS000015,124.0685
HG01536,PGS000015,116.4878
HG01537,PGS000015,120.7471
HG01602,PGS000015,122.9591
HG01603,PGS000015,122.6166
HG01605,PGS000015,122.5248
HG01606,PGS000015,123.578
HG01607,PGS000015,122.3785
HG01608,PGS000015,123.1363
HG01610,PGS000015,120.619
HG01612,PGS000015,125.6505
HG01613,PGS000015,120.7837
HG01615,PGS000015,122.6478
HG01617,PGS000015,122.388
HG01618,PGS000015,124.2278
HG01619,PGS000015,124.9538
HG01620,PGS000015,125.1521
HG01623,PGS000015,119.038
HG01624,PGS000015,123.8669
HG01625,PGS000015,120.509
HG01626,PGS000015,120.8492
HG01628,PGS000015,123.2967
HG01630,PGS000015,123.9933
HG01631,PGS000015,119.6893
HG01632,PGS000015,120.9064
HG01668,PGS000015,124.032
HG01669,PGS000015,123.0351
HG01670,PGS000015,127.0056
HG01672,PGS000015,121.1037
HG01673,PGS000015,122.3302
HG01675,PGS000015,122.9082
HG01676,PGS000015,123.1463
HG01678,PGS000015,121.1544
HG01679,PGS000015,123.2843
HG01680,PGS000015,121.7361
HG01682,PGS000015,124.91993
HG01684,PGS000015,115.6846
HG01685,PGS000015,120.3369
HG01686,PGS000015,123.4806
HG01694,PGS000015,124.7515
HG01695,PGS000015,121.085
HG01697,PGS000015,123.1386
HG01699,PGS000015,120.5764
HG01700,PGS000015,117.6967
HG01702,PGS000015,118.7748
HG01704,PGS000015,125.5052
HG01705,PGS000015,123.537
HG01707,PGS000015,121.9566
HG01708,PGS000015,125.5936
HG01709,PGS000015,119.8616
HG01710,PGS000015,118.6463
HG01746,PGS000015,125.8907
HG01747,PGS000015,122.4465
HG01756,PGS000015,120.9002
HG01757,PGS000015,122.5058
HG01761,PGS000015,123.5639
HG01762,PGS000015,117.2565
HG01765,PGS000015,121.8478
HG01766,PGS000015,120.3545
HG01767,PGS000015,126.84509
HG01768,PGS000015,119.5229
HG01770,PGS000015,120.0336
HG01771,PGS000015,122.4036
HG01773,PGS000015,120.1011
HG01775,PGS000015,124.6962
HG01776,PGS000015,122.26
HG01777,PGS000015,115.6159
HG01779,PGS000015,119.5334
HG01781,PGS000015,125.8275
HG01783,PGS000015,124.4116
HG01784,PGS000015,120.11219
HG01785,PGS000015,122.9619
HG01786,PGS000015,118.9166
HG01789,PGS000015,122.1125
HG01790,PGS000015,120.01284
HG01791,PGS000015,117.91507
HG02215,PGS000015,120.1833
HG02219,PGS000015,120.8628
HG02220,PGS000015,123.5666
HG02221,PGS000015,122.95637
HG02223,PGS000015,121.9305
HG02224,PGS000015,123.6577
HG02230,PGS000015,119.9033
HG02231,PGS000015,121.0068
HG02232,PGS000015,123.265
HG02233,PGS000015,123.2239
HG02235,PGS000015,120.3156
HG02236,PGS000015,118.2647
HG02238,PGS000015,124.5969
HG02239,PGS000015,122.2033
NA06984,PGS000015,122.8787
NA06985,PGS000015,119.9353
NA06986,PGS000015,121.8085
NA06989,PGS000015,120.4628
NA06994,PGS000015,121.0056
NA07000,PGS000015,126.7497
NA07037,PGS000015,122.0196
NA07048,PGS000015,122.885
NA07051,PGS000015,120.5022
NA07056,PGS000015,122.7141
NA07347,PGS000015,122.7676
NA07357,PGS000015,124.8351
NA10847,PGS000015,125.5233
NA10851,PGS000015,121.4315
NA11829,PGS000015,121.646
NA11830,PGS000015,125.3592
NA11831,PGS000015,118.1265
NA11832,PGS000015,121.8205
NA11840,PGS000015,118.5199
NA11843,PGS000015,122.96631
NA11881,PGS000015,121.6332
NA11892,PGS000015,123.0264
NA11893,PGS000015,123.7805
NA11894,PGS000015,118.698
NA11918,PGS000015,123.6476
NA11919,PGS000015,119.9543
NA11920,PGS000015,122.06357
NA11930,PGS000015,125.6816
NA11931,PGS000015,122.1564
NA11932,PGS000015,119.0415
NA11933,PGS000015,120.3362
NA11992,PGS000015,120.7848
NA11994,PGS000015,122.1739
NA11995,PGS000015,123.3641
NA12003,PGS000015,124.4394
NA12004,PGS000015,124.5262
NA12005,PGS000015,121.1103
NA12006,PGS000015,123.4327
NA12043,PGS000015,122.2671
NA12044,PGS000015,121.4845
NA12045,PGS000015,119.891
NA12046,PGS000015,122.0284
NA12058,PGS000015,119.2479
NA12144,PGS000015,123.4909
NA12154,PGS000015,121.1351
NA12155,PGS000015,122.8446
NA12156,PGS000015,121.9317
NA12234,PGS000015,120.1769
NA12249,PGS000015,119.6353
NA12272,PGS000015,124.3101
NA12273,PGS000015,123.2636
NA12275,PGS000015,120.23831
NA12282,PGS000015,124.2414
NA12283,PGS000015,122.011
NA12286,PGS000015,122.7756
NA12287,PGS000015,121.8075
NA12340,PGS000015,118.6337
NA12341,PGS000015,125.2117
NA12342,PGS000015,121.8531
NA12347,PGS000015,126.128
NA12348,PGS000015,122.1449
NA12383,PGS000015,121.032
NA12399,PGS000015,123.0615
NA12400,PGS000015,122.4537
NA12413,PGS000015,124.1548
NA12414,PGS000015,123.7557
NA12489,PGS000015,120.6264
NA12546,PGS000015,118.5619
NA12716,PGS000015,123.7988
NA12717,PGS000015,122.4828
NA12718,PGS000015,119.8809
NA12748,PGS000015,124.409
NA12749,PGS000015,118.5152
NA12750,PGS000015,120.8824
NA12751,PGS000015,117.6451
NA12760,PGS000015,119.188
NA12761,PGS000015,125.119
NA12762,PGS000015,119.1948
NA12763,PGS000015,119.4183
NA12775,PGS000015,121.0231
NA12776,PGS000015,122.6023
NA12777,PGS000015,123.0745
NA12778,PGS000015,121.1455
NA12812,PGS000015,124.1691
NA12813,PGS000015,125.5805
NA12814,PGS000015,124.3929
NA12815,PGS000015,119.3421
NA12827,PGS000015,120.2788
NA12828,PGS000015,124.0743
NA12829,PGS000015,122.6266
NA12830,PGS000015,119.1128
NA12842,PGS000015,125.0596
NA12843,PGS000015,121.7879
NA12872,PGS000015,121.8871
NA12873,PGS000015,119.8722
NA12874,PGS000015,120.26333
NA12878,PGS000015,119.564
NA12889,PGS000015,122.141
NA12890,PGS000015,122.5133
NA20502,PGS000015,120.2348
NA20503,PGS000015,126.4297
NA20504,PGS000015,123.3592
NA20505,PGS000015,123.9815
NA20506,PGS000015,124.0716
NA20507,PGS000015,119.9904
NA20508,PGS000015,126.8179
NA20509,PGS000015,121.2585
NA20510,PGS000015,123.2713
NA20511,PGS000015,120.6075
NA20512,PGS000015,121.9762
NA20513,PGS000015,124.65467
NA20514,PGS000015,121.1505
NA20515,PGS000015,121.9294
NA20516,PGS000015,118.5525
NA20517,PGS000015,123.493
NA20518,PGS000015,120.0415
NA20519,PGS000015,122.6829
NA20520,PGS000015,123.6826
NA20521,PGS000015,118.8116
NA20522,PGS000015,125.2273
NA20524,PGS000015,121.1335
NA20525,PGS000015,120.9668
NA20527,PGS000015,118.1372
NA20528,PGS000015,119.8469
NA20529,PGS000015,125.67625
NA20530,PGS000015,121.0701
NA20531,PGS000015,117.23
NA20532,PGS000015,123.0618
NA20533,PGS000015,121.2679
NA20534,PGS000015,117.087
NA20535,PGS000015,124.7863
NA20536,PGS000015,120.24697
NA20538,PGS000015,125.7484
NA20539,PGS000015,120.6822
NA20540,PGS000015,126.0891
NA20541,PGS000015,120.0596
NA20542,PGS000015,119.3107
NA20543,PGS000015,121.1065
NA20544,PGS000015,122.5202
NA20581,PGS000015,121.3731
NA20582,PGS000015,123.834
NA20585,PGS000015,119.7876
NA20586,PGS000015,123.6964
NA20587,PGS000015,125.185
NA20588,PGS000015,119.9314
NA20589,PGS000015,121.6339
NA20752,PGS000015,122.3224
NA20753,PGS000015,119.6328
NA20754,PGS000015,123.6214
NA20755,PGS000015,124.3476
NA20756,PGS000015,119.1687
NA20757,PGS000015,127.2364
NA20758,PGS000015,120.3626
NA20759,PGS000015,124.4815
NA20760,PGS000015,117.345
NA20761,PGS000015,121.8303
NA20762,PGS000015,122.3399
NA20763,PGS000015,123.16437
NA20764,PGS000015,118.2584
NA20765,PGS000015,122.4512
NA20766,PGS000015,118.6689
NA20767,PGS000015,121.3384
NA20768,PGS000015,124.1484
NA20769,PGS000015,124.85277
NA20770,PGS000015,121.7949
NA20771,PGS000015,120.6833
NA20772,PGS000015,123.7336
NA20773,PGS000015,125.6634
NA20774,PGS000015,119.4688
NA20775,PGS000015,119.49
NA20778,PGS000015,122.2039
NA20783,PGS000015,118.813
NA20785,PGS000015,125.7147
NA20786,PGS000015,122.6834
NA20787,PGS000015,120.65
NA20790,PGS000015,123.5831
NA20792,PGS000015,124.6291
NA20795,PGS000015,120.8901
NA20796,PGS000015,124.80683
NA20797,PGS000015,121.3173
NA20798,PGS000015,121.07651
NA20799,PGS000015,122.2387
NA20800,PGS000015,120.4535
NA20801,PGS000015,123.30968
NA20802,PGS000015,119.9123
NA20803,PGS000015,120.7494
NA20804,PGS000015,123.0711
NA20805,PGS000015,123.498
NA20806,PGS000015,122.049
NA20807,PGS000015,121.8477
NA20808,PGS000015,121.1083
NA20809,PGS000015,122.6842
NA20810,PGS000015,124.4401
NA20811,PGS000015,119.7675
NA20812,PGS000015,122.6264
NA20813,PGS000015,122.5472
NA20814,PGS000015,123.1934
NA20815,PGS000015,121.1575
NA20818,PGS000015,121.1277
NA20819,PGS000015,123.5224
NA20821,PGS000015,125.0917
NA20822,PGS000015,119.6443
NA20826,PGS000015,118.5214
NA20827,PGS000015,119.4582
NA20828,PGS000015,122.6535
NA20832,PGS000015,123.7777
HG00096,PGS000016,17.194001
HG00097,PGS000016,17.238559
HG00099,PGS000016,17.105744
HG00100,PGS000016,17.123842
HG00101,PGS000016,17.077873
HG00102,PGS000016,17.169529
HG00103,PGS000016,17.440049
HG00105,PGS000016,17.253284
HG00106,PGS000016,17.172652
HG00107,PGS000016,17.300416
HG00108,PGS000016,17.325995
HG00109,PGS000016,17.222641
HG00110,PGS000016,17.033407
HG00111,PGS000016,17.294332
HG00112,PGS000016,17.11303
HG00113,PGS000016,17.303712
HG00114,PGS000016,17.192853
HG00115,PGS000016,17.16746
HG00116,PGS000016,17.156845
HG00117,PGS000016,17.099727
HG00118,PGS000016,17.161012
HG00119,PGS000016,17.310598
HG00120,PGS000016,17.086411
HG00121,PGS000016,17.083543
HG00122,PGS000016,17.186575
HG00123,PGS000016,17.210233
HG00125,PGS000016,17.144313
HG00126,PGS000016,17.204765
HG00127,PGS000016,17.118548
HG00128,PGS000016,17.162544
HG00129,PGS000016,17.134266
HG00130,PGS000016,17.224003
HG00131,PGS000016,17.283788
HG00132,PGS000016,17.164231
HG00133,PGS000016,17.062521
HG00136,PGS000016,17.252443
HG00137,PGS000016,17.332489
HG00138,PGS000016,17.210598
HG00139,PGS000016,17.16361
HG00140,PGS000016,17.127724
HG00141,PGS000016,17.049852
HG00142,PGS000016,17.167373
HG00143,PGS000016,17.077957
HG00145,PGS000016,17.249017
HG00146,PGS000016,17.092273
HG00148,PGS000016,17.25151
HG00149,PGS000016,17.277915
HG00150,PGS000016,17.394186
HG00151,PGS000016,17.200881
HG00154,PGS000016,17.049861
HG00155,PGS000016,17.185697
HG00157,PGS000016,17.196163
HG00158,PGS000016,17.219846
HG00159,PGS000016,17.067232
HG00160,PGS000016,17.118356
HG00171,PGS000016,17.4048
HG00173,PGS000016,17.204095
HG00174,PGS000016,17.17624
HG00176,PGS000016,17.127898
HG00177,PGS000016,17.289246
HG00178,PGS000016,17.145836
HG00179,PGS000016,17.229928
HG00180,PGS000016,17.243115
HG00181,PGS000016,17.379205
HG00182,PGS000016,17.291329
HG00183,PGS000016,17.240361
HG00185,PGS000016,17.022842
HG00186,PGS000016,17.121793
HG00187,PGS000016,17.253283
HG00188,PGS000016,17.016771
HG00189,PGS000016,17.070107
HG00190,PGS000016,17.342086
HG00231,PGS000016,17.055443
HG00232,PGS000016,17.181111
HG00233,PGS000016,17.162999
HG00234,PGS000016,17.096025
HG00235,PGS000016,17.087932
HG00236,PGS000016,17.139425
HG00237,PGS000016,17.238815
HG00238,PGS000016,17.161124
HG00239,PGS000016,17.190507
HG00240,PGS000016,17.223007
HG00242,PGS000016,17.228627
HG00243,PGS000016,17.08862
HG00244,PGS000016,17.257367
HG00245,PGS000016,17.260465
HG00246,PGS000016,17.249641
HG00250,PGS000016,17.036141
HG00251,PGS000016,17.348508
HG00252,PGS000016,17.168842
HG00253,PGS000016,17.117091
HG00254,PGS000016,17.16368
HG00255,PGS000016,17.168941
HG00256,PGS000016,17.030153
HG00257,PGS000016,17.005183
HG00258,PGS000016,17.347182
HG00259,PGS000016,17.066716
HG00260,PGS000016,17.058037
HG00261,PGS000016,17.446405
HG00262,PGS000016,17.298308
HG00263,PGS000016,17.07631
HG00264,PGS000016,17.242091
HG00265,PGS000016,17.15573
HG00266,PGS000016,17.052571
HG00267,PGS000016,17.109813
HG00268,PGS000016,17.266278
HG00269,PGS000016,17.156222
HG00271,PGS000016,17.221802
HG00272,PGS000016,17.294269
HG00273,PGS000016,17.079813
HG00274,PGS000016,17.092973
HG00275,PGS000016,17.274576
HG00276,PGS000016,17.164972
HG00277,PGS000016,17.156453
HG00278,PGS000016,17.078831
HG00280,PGS000016,17.264339
HG00281,PGS000016,17.10955
HG00282,PGS000016,17.402372
HG00284,PGS000016,17.047201
HG00285,PGS000016,17.121579
HG00288,PGS000016,17.200743
HG00290,PGS000016,17.129251
HG00304,PGS000016,17.367929
HG00306,PGS000016,17.100831
HG00308,PGS000016,17.01982
HG00309,PGS000016,17.179623
HG00310,PGS000016,17.236613
HG00311,PGS000016,17.113201
HG00313,PGS000016,17.183377
HG00315,PGS000016,17.122846
HG00318,PGS000016,17.291753
HG00319,PGS000016,17.115293
HG00320,PGS000016,17.05262
HG00321,PGS000016,17.322496
HG00323,PGS000016,17.236311
HG00324,PGS000016,17.260053
HG00325,PGS000016,17.210081
HG00326,PGS000016,17.327757
HG00327,PGS000016,17.215372
HG00328,PGS000016,17.11029
HG00329,PGS000016,17.125038
HG00330,PGS000016,17.389235
HG00331,PGS000016,17.044314
HG00332,PGS000016,17.257386
HG00334,PGS000016,17.187941
HG00335,PGS000016,17.464885
HG00336,PGS000016,17.218846
HG00337,PGS000016,17.204116
HG00338,PGS000016,17.30104
HG00339,PGS000016,17.139401
HG00341,PGS000016,17.292792
HG00342,PGS000016,17.320735
HG00343,PGS000016,17.429961
HG00344,PGS000016,17.245789
HG00345,PGS000016,17.448606
HG00346,PGS000016,17.032847
HG00349,PGS000016,17.13995
HG00350,PGS000016,17.226829
HG00351,PGS000016,17.18901
HG00353,PGS000016,17.338314
HG00355,PGS000016,17.212176
HG00356,PGS000016,16.998879
HG00357,PGS000016,17.120186
HG00358,PGS000016,17.426353
HG00360,PGS000016,17.261058
HG00361,PGS000016,17.321484
HG00362,PGS000016,17.194622
HG00364,PGS000016,17.139298
HG00365,PGS000016,17.209663
HG00366,PGS000016,17.241689
HG00367,PGS000016,17.281427
HG00368,PGS000016,17.083338
HG00369,PGS000016,17.221604
HG00371,PGS000016,17.149544
HG00372,PGS000016,17.177727
HG00373,PGS000016,17.429046
HG00375,PGS000016,17.444077
HG00376,PGS000016,17.0705
HG00378,PGS000016,17.17236
HG00379,PGS000016,17.187422
HG00380,PGS000016,17.049862
HG00381,PGS000016,17.13822
HG00382,PGS000016,17.157887
HG00383,PGS000016,17.295212
HG00384,PGS000016,17.194184
HG01334,PGS000016,17.165512
HG01500,PGS000016,17.061861
HG01501,PGS000016,17.164917
HG01503,PGS000016,17.090877
HG01504,PGS000016,17.16393
HG01506,PGS000016,17.231306
HG01507,PGS000016,17.014067
HG01509,PGS000016,17.019491
HG01510,PGS000016,17.176722
HG01512,PGS000016,17.130576
HG01513,PGS000016,17.232257
HG01515,PGS000016,17.028877
HG01516,PGS000016,17.172447
HG01518,PGS000016,17.153807
HG01519,PGS000016,17.120681
HG01521,PGS000016,17.000862
HG01522,PGS000016,17.036189
HG01524,PGS000016,17.124916
HG01525,PGS000016,17.480175
HG01527,PGS000016,16.984758
HG01528,PGS000016,17.067595
HG01530,PGS000016,17.15062
HG01531,PGS000016,17.166845
HG01536,PGS000016,17.078008
HG01537,PGS000016,17.242163
HG01602,PGS000016,17.024967
HG01603,PGS000016,17.037401
HG01605,PGS000016,17.102581
HG01606,PGS000016,17.327453
HG01607,PGS000016,17.141832
HG01608,PGS000016,17.288912
HG01610,PGS000016,17.194381
HG01612,PGS000016,17.118459
HG01613,PGS000016,17.065939
HG01615,PGS000016,17.235548
HG01617,PGS000016,17.313052
HG01618,PGS000016,17.068421
HG01619,PGS000016,17.157529
HG01620,PGS000016,17.2732
HG01623,PGS000016,17.175012
HG01624,PGS000016,17.353706
HG01625,PGS000016,17.116976
HG01626,PGS000016,17.243142
HG01628,PGS000016,17.096958
HG01630,PGS000016,17.14885
HG01631,PGS000016,17.252764
HG01632,PGS000016,17.109011
HG01668,PGS000016,17.006412
HG01669,PGS000016,17.132302
HG01670,PGS000016,17.231648
HG01672,PGS000016,17.126263
HG01673,PGS000016,17.358739
HG01675,PGS000016,17.352054
HG01676,PGS000016,17.028351
HG01678,PGS000016,17.008174
HG01679,PGS000016,17.195688
HG01680,PGS000016,17.281481
HG01682,PGS000016,17.113099
HG01684,PGS000016,17.036866
HG01685,PGS000016,17.066131
HG01686,PGS000016,17.10841
HG01694,PGS000016,17.145178
HG01695,PGS000016,17.204088
HG01697,PGS000016,17.077932
HG01699,PGS000016,17.226221
HG01700,PGS000016,17.149682
HG01702,PGS000016,16.953175
HG01704,PGS000016,17.139432
HG01705,PGS000016,17.204051
HG01707,PGS000016,17.145318
HG01708,PGS000016,17.052882
HG01709,PGS000016,17.115815
HG01710,PGS000016,17.038269
HG01746,PGS000016,17.32228
HG01747,PGS000016,17.06051
HG01756,PGS000016,16.992204
HG01757,PGS000016,17.186924
HG01761,PGS000016,16.834419
HG01762,PGS000016,17.015415
HG01765,PGS000016,17.162843
HG01766,PGS000016,17.133222
HG01767,PGS000016,17.043513
HG01768,PGS000016,17.129137
HG01770,PGS000016,17.12159
HG01771,PGS000016,17.025174
HG01773,PGS000016,17.105213
HG01775,PGS000016,17.161279
HG01776,PGS000016,16.968402
HG01777,PGS000016,17.075886
HG01779,PGS000016,17.052961
HG01781,PGS000016,17.04304
HG01783,PGS000016,17.203702
HG01784,PGS000016,17.125317
HG01785,PGS000016,17.00905
HG01786,PGS000016,17.13214
HG01789,PGS000016,17.146001
HG01790,PGS000016,17.122932
HG01791,PGS000016,17.431429
HG02215,PGS000016,17.380803
HG02219,PGS000016,17.147965
HG02220,PGS000016,17.00008
HG02221,PGS000016,17.266296
HG02223,PGS000016,17.225641
HG02224,PGS000016,16.993305
HG02230,PGS000016,17.028509
HG02231,PGS000016,17.170301
HG02232,PGS000016,17.055306
HG02233,PGS000016,17.267094
HG02235,PGS000016,17.179939
HG02236,PGS000016,17.176079
HG02238,PGS000016,17.188027
HG02239,PGS000016,16.954824
NA06984,PGS000016,17.36647
NA06985,PGS000016,17.208551
NA06986,PGS000016,17.032809
NA06989,PGS000016,17.185958
NA06994,PGS000016,17.147082
NA07000,PGS000016,17.144842
NA07037,PGS000016,17.091867
NA07048,PGS000016,17.196842
NA07051,PGS000016,17.15773
NA07056,PGS000016,17.183529
NA07347,PGS000016,17.095948
NA07357,PGS000016,17.110389
NA10847,PGS000016,17.183001
NA10851,PGS000016,16.980462
NA11829,PGS000016,17.149772
NA11830,PGS000016,17.077892
NA11831,PGS000016,17.013761
NA11832,PGS000016,17.201591
NA11840,PGS000016,17.427204
NA11843,PGS000016,17.424873
NA11881,PGS000016,17.279049
NA11892,PGS000016,17.160322
NA11893,PGS000016,17.129076
NA11894,PGS000016,17.118592
NA11918,PGS000016,17.141448
NA11919,PGS000016,17.321089
NA11920,PGS000016,17.257034
NA11930,PGS000016,17.053536
NA11931,PGS000016,17.161838
NA11932,PGS000016,17.338094
NA11933,PGS000016,17.09406
NA11992,PGS000016,17.025737
NA11994,PGS000016,17.114485
NA11995,PGS000016,17.007729
NA12003,PGS000016,17.02842
NA12004,PGS000016,17.11429
